title,url,tags,description,comments,annotations,created_at
"Plantronics BackBeat Fit Stereo Bluetooth Headset blau: Amazon.de: Elektronik","http://www.amazon.de/gp/product/B00N95OZOK?keywords=plantronics&qid=1437721549&ref_=sr_1_1&sr=8-1","plantronics,sport,amazon,headset,bluetooth","","","","2015-09-19 17:50:51"
"PGObserver by Zalando","https://zalando.github.io/PGObserver/index.html","no_tag","","","","2015-09-18 18:37:26"
"PgConfUS Talks 2015 - PostgreSQL wiki","https://wiki.postgresql.org/wiki/PgConfUS_Talks_2015","no_tag","","","","2015-09-18 15:39:51"
"PostgreSQL - DateTime functions and operators - w3resource","http://www.w3resource.com/slides/postgresql-datetime-functions-and-operators.php?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+w3resource+%28w3resource%29","no_tag","","","","2015-09-18 15:12:32"
"PostgreSQL - String Functions and Operators slides presentation - w3resource","http://www.w3resource.com/slides/postgresql-string-functions-and-operators-slides-presentation.php?utm_source=feedburner&utm_medium=twitter&utm_campaign=Feed%3A+w3resource+%28w3resource%29","no_tag","","","","2015-09-18 15:12:22"
"Maven 3.3","http://www.torsten-horn.de/techdocs/maven.htm#Release-Prozess","no_tag","","","","2015-09-15 18:17:28"
"Rad-Salon Saarbrücken & BMC Pro Store Mallorca Startseite","http://www.rad-salon.com/index.php?id=startseite","mallorca,rad,sport","","","","2015-09-13 19:43:13"
"FreeMarker Java Template Engine","http://freemarker.org/index.html","no_tag","","","","2015-09-12 19:08:03"
"PostgreSQL on EXT4, XFS, BTRFS and ZFS","http://www.slideshare.net/fuzzycz/postgresql-on-ext4-xfs-btrfs-and-zfs","no_tag","","","","2015-09-11 07:45:59"
"Paperwork by twostairs","http://paperwork.rocks","no_tag","","","","2015-09-06 19:56:56"
"The CERT ® Oracle ® Secure Coding Standard for Java ™ - 0321803957.pdf","http://ptgmedia.pearsoncmg.com/images/9780321803955/samplepages/0321803957.pdf","no_tag","","","","2015-09-01 22:54:04"
"Continuous delivery - tools and techniques","http://de.slideshare.net/jmcgarr/continuous-delivery-tools-and-techniques?next_slideshow=1","no_tag","","","","2015-08-29 23:28:29"
"Kontinuierliche Datenbankmigration mit Liquibase und Flyway | heise Developer","http://www.heise.de/developer/artikel/Kontinuierliche-Datenbankmigration-mit-Liquibase-und-Flyway-1857773.html","no_tag","","","","2015-08-29 22:21:01"
"Flipping Out | code.flickr.com","https://code.flickr.net/2009/12/02/flipping-out/","no_tag","","","","2015-08-29 22:18:55"
"Liquibase | Database Refactoring | Liquibase","http://www.liquibase.org","no_tag","","","","2015-08-29 21:06:47"
"CD konkret mit Docker @ BEDCON2014 - CD-docker-BED2014.pdf","http://bed-con.org/2014/files/slides/CD-docker-BED2014.pdf","no_tag","","","","2015-08-29 20:50:38"
"Die schönsten Badeorte im Starnberger Fünfseenland - Fünf-Seen-Land","http://fuenfseenland.bayernfocus.com/index.php/sport-wellness/die-schoensten-badeorte/91/","no_tag","","","","2015-08-24 18:59:01"
"Daten aus iPhone-Backup wiederherstellen | c't","http://www.heise.de/ct/hotline/Daten-aus-iPhone-Backup-wiederherstellen-2055667.html","no_tag","","","","2015-08-14 20:16:18"
"Awesome Groovy · GitHub","https://github.com/kdabir/awesome-groovy","no_tag","","","","2015-08-08 19:46:43"
"Backup and Recovery Manager for PostgreSQL Tutorial","http://docs.pgbarman.org","no_tag","","","","2015-07-21 09:47:32"
"Postgres full-text search is Good Enough!","http://blog.lostpropertyhq.com/postgres-full-text-search-is-good-enough/","no_tag","","","","2015-07-21 09:45:32"
"15 Java-Tools, die jeder Entwickler kennen sollte - jaxenter.de","https://jaxenter.de/survival-kit-15-tools-java-entwickler-13379","no_tag","","","","2015-07-21 09:45:15"
"Merida Big.Nine 40 kaufen | Bike-Discount","http://www.bike-discount.de/de/kaufen/merida-big.nine-40-234666/wg_id-117","no_tag","","","","2015-07-20 20:28:45"
"Radon ZR Team 29 7.0 kaufen | Bike-Discount","http://www.bike-discount.de/de/kaufen/radon-zr-team-29-7.0-237601/wg_id-117","no_tag","","","","2015-07-07 18:51:55"
"ZIPP Wheelset CL 60 Alu/Carbon Tires Shimano 11 Speeds - ALLTRICKS","http://www.alltricks.de/rennrad/laufrader-felgen/laufrader/zipp-wheelset-cl-60-alucarbon-tires-shimano-11-speeds-256-196778.html","no_tag","","","","2015-05-22 14:18:11"
"Big Data and PostgreSQL - Stormatics","http://stormatics.com/big-data-and-postgresql-scaling-out-by-partitioning-tables/","no_tag","","","","2015-05-05 19:52:49"
"Radon Classic Lady kaufen | Bike-Discount","http://www.bike-discount.de/de/kaufen/radon-classic-lady-435011","no_tag","","","","2015-04-30 19:04:18"
"PostgreSQL: Documentation: 9.4: EXPLAIN","http://www.postgresql.org/docs/current/static/sql-explain.html","no_tag","","","","2015-04-07 20:44:48"
"The history of replication in PostgreSQL - Peter Eisentraut","http://peter.eisentraut.org/blog/2015/03/03/the-history-of-replication-in-postgresql/","postgres,replication","","","","2015-03-13 11:39:34"
"keithf4/pg_partman · GitHub","https://github.com/keithf4/pg_partman","postgres","","","","2015-03-05 12:44:43"
"The plate is bad: The Long Tail - vertical table partitioning I","http://theplateisbad.blogspot.de/2015/02/the-long-tail-vertical-table.html","postgres,vertical","","","","2015-03-04 19:38:11"
"NetBeans Test Patterns In Java","https://openide.netbeans.org/tutorial/test-patterns.html","netbeans,test,patterns,java","","","","2015-02-28 19:01:04"
"SpringOne2GX 2014 Replay: Working with Databases and Groovy | Javalobby","http://java.dzone.com/articles/springone2gx-2014-replay-15","groovy,databases","""

    Links
    Refcardz
    Guides
    About
    Post

LOG IN or JOIN

    Zones:
    Agile
    Big Data
    Cloud
    DevOps
    Eclipse
    Integration
    IoT
    Java
    Mobile
    NoSQL
    Performance
    SQL
    Web Dev

Pieter Humphrey

    Bio
    Website
    @springcentral
""","","","2015-02-28 19:00:46"
"Artikel::Git-Tutorium - Pro-Linux","http://www.pro-linux.de/artikel/1/68/git-tutorium.html","no_tag","","","","2015-02-27 20:26:45"
"Getting Started With Android Development Using Groovy 2.4 and Android Studio","http://hosain.net/2015/02/07/getting-started-with-android-development-using-groovy-2.4-and-android-studio.html","android,groovy","","","","2015-02-22 18:35:25"
"pgloader","http://pgloader.io/index.html","no_tag","","","","2015-02-09 22:19:06"
"Top 20 String Algorithm Questions from Coding Interviews","http://javarevisited.blogspot.de/2015/01/top-20-string-coding-interview-question-programming-interview.html","java,algorithm,string,questions","","","","2015-02-01 20:11:53"
"Top 10 Tricky Java interview questions and Answers | Java67","http://java67.blogspot.co.at/2012/09/top-10-tricky-java-interview-questions-answers.html","java,interview,questions","","","","2015-02-01 20:11:36"
"dalibo/pgbadger · GitHub","https://github.com/dalibo/pgbadger/","postgresql","","","","2015-01-31 10:54:03"
"repmgr - Replication Manager for PostgreSQL clusters","http://repmgr.org","replication,manager,postgresql","","","","2015-01-24 23:32:24"
"How to Rotate Video using VLC Media Player ver 2.1.2","http://www.wintips.org/rotate-video-using-vlc-media-player-version-2-1-2/","vlc,flip,video","","","","2015-01-24 23:27:00"
"select * from depesz; » Blog Archive » Write Ahead Log + Understanding postgresql.conf: checkpoint_segments, checkpoint_timeout, checkpoint_warning","http://www.depesz.com/2011/07/14/write-ahead-log-understanding-postgresql-conf-checkpoint_segments-checkpoint_timeout-checkpoint_warning/","postgresql,database,checkpoints","","","","2015-01-24 19:55:43"
"PostgreSQL - Settings","http://michael.otacoo.com/manuals/postgresql/settings/","no_tag","","","","2015-01-24 19:13:54"
"Stop Misquoting Donald Knuth!","http://www.joshbarczak.com/blog/?p=580","no_tag","","","","2015-01-18 19:04:39"
"Dr. Klarkowski Kieferorthopädie München · Invisalign, Invisalign-Teen, Invisalign Express","http://www.wireless-smile-muenchen.de","no_tag","","","","2015-01-13 23:10:31"
"Kieferorthopädie München - Dr. Dipsche & Kollegen","http://www.kfo-dipsche.de","no_tag","","","","2015-01-13 23:09:30"
"Dr. Martin Desmyttère| smileforever - Zentrum für private Zahnheilkunde","http://www.zahnarzt-muenchen-zentrum.com/dr-med-dent-martin-desmyttere-msc","no_tag","","","","2015-01-13 23:08:45"
"Better Smile | Bahandlungsablauf","http://www.better-smile.de/28-0-Bahandlungsablauf.html","no_tag","","","","2015-01-13 23:08:10"
"OpenSCG: Postgres & Hadoop | PostgreSQL HA – Automatic Failover","http://www.openscg.com/postgresql-ha-automatic-failover/","no_tag","","","","2015-01-13 21:14:39"
"DevAdmin: Heterogeneous Database Sync","http://manojadinesh.blogspot.de/2014/12/heterogeneous-database-sync.html?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+blogspot/rFRqt+(DevAdmin)","postgresql,database,sync","","","","2015-01-13 19:47:00"
"Speeding Up PostgreSQL With Partial Indexes | Heap Blog","http://blog.heapanalytics.com/speeding-up-postgresql-queries-with-partial-indexes/","postgresql","","","","2015-01-13 19:46:45"
"Relational Database Technologies","http://raghavt.blogspot.de","relational,database,technologies","","","","2015-01-13 19:35:49"
"Triathlon Hotels: Club La Santa die Nummer Eins - tri2b.com","http://m.tri2b.com/mobil/872-triathlon-hotels-club-la-santa-die-nummer-eins.html","no_tag","","","","2014-12-22 07:25:27"
"gitextensions - Git Extensions is the only graphical user interface for Git that allows you control Git without using the commandline. It comes with a manual and video tutorials to get you started quickly. - Google Project Hosting","https://code.google.com/p/gitextensions/","GitExtensions,git","","","","2014-12-02 10:07:27"
"Fractal Clock","http://fractalclock.herokuapp.com","no_tag","""ngular.module('fractalClock""","","","2014-12-01 14:35:41"
"Top Responsive Website Builder - Webflow","https://webflow.com","no_tag","","","","2014-12-01 14:02:14"
"Bootstrap","http://getbootstrap.com/2.3.2/","no_tag","","","","2014-12-01 13:58:50"
"960 Grid System","http://960.gs","no_tag","","","","2014-12-01 13:58:37"
"Jekyll • Simple, blog-aware, static sites","http://jekyllrb.com","no_tag","","","","2014-12-01 13:58:25"
"Groovy in 2014 and beyond -- Devoxx 2014 // Speaker Deck","https://speakerdeck.com/glaforge/groovy-in-2014-and-beyond-devoxx-2014","no_tag","","","","2014-11-19 08:33:16"
"Groovy in the light of Java 8 -- Devoxx 2014 // Speaker Deck","https://speakerdeck.com/glaforge/groovy-in-the-light-of-java-8-devoxx-2014","no_tag","","","","2014-11-19 08:33:03"
"Warm Standby - PostgreSQL wiki","https://wiki.postgresql.org/wiki/Warm_Standby","no_tag","","","","2014-11-17 14:57:45"
"HAwithPostgreSQL.pdf","http://www.cyclos.org/wp-content/uploads/2014/04/HAwithPostgreSQL.pdf","no_tag","","","","2014-11-05 21:32:23"
"Monitoring a Apache Camel route started from a Groovy script, with Hawtio web console","http://www.youtube.com/watch?v=wSlCWJL0Q5I&feature=youtu.be&a","monitoring,apache,camel,route","","","","2014-11-01 00:23:27"
"Improved Developer Productivity In JDK8","http://www.slideshare.net/SimonRitter/improved-developer-productivity-in-jdk8","no_tag","","","","2014-11-01 00:21:39"
"get your hawtio running!","http://hawt.io/getstarted/index.html","no_tag","","","","2014-10-30 11:57:55"
"AngularJS-Interview | JAXenter.de","http://jaxenter.de/artikel/angularjs-web-apps-interview-176381","no_tag","","","","2014-10-29 15:11:35"
"Barman Backup & recovery for PostgreSQL","http://www.pgbarman.org","no_tag","","","","2014-10-29 10:14:33"
"Iron.io Blog: Docker in Production — What We’ve Learned Launching Over 300 Million Containers","http://blog.iron.io/2014/10/docker-in-production-what-weve-learned.html","no_tag","","","","2014-10-22 11:38:35"
"Google releases set of beautiful, freely usable icons - Boing Boing","http://boingboing.net/2014/10/20/google-releases-set-of-beautif.html","no_tag","","","","2014-10-22 11:38:20"
"AngularJS, HTML5, Groovy, Java and MongoDB All Together - What Could Possibly Go Wrong?? - trishagee.github.io","http://trishagee.github.io/presentation/angularjs_html5_groovy_java_mongodb_wcpgw/?utm_content=buffer13636&utm_medium=social&utm_source=linkedin.com&utm_campaign=buffer","no_tag","","","","2014-10-22 11:33:19"
"Amazon.com : BOB Ironman Single Stroller, Yellow : Jogging Strollers : Baby","http://www.amazon.com/gp/product/B004DC9T94/ref=as_li_tl?ie=UTF8&camp=1789&creative=390957&creativeASIN=B004DC9T94&linkCode=as2&tag=brus03-20&linkId=44JDXHWPTY6GJ6XV","no_tag","","","","2014-10-21 13:25:57"
"java lambda folien","http://www.tngtech.com/fileadmin/Public/Documents/BigTechday/BTD7/Jan_Schaefer_BTD7.pdf","no_tag","","","","2014-09-18 10:47:03"
"C3TV - Open Source Backup","http://media.ccc.de/browse/conferences/froscon/2014/froscon2014_-_1360_-_de_-_hs1_-_201408241400_-_open_source_backup_-_daniel.html","no_tag","","","","2014-09-16 11:59:58"
"C3TV - Database Federation mit PostgreSQL","http://media.ccc.de/browse/conferences/froscon/2014/froscon2014_-_1371_-_de_-_hs4_-_201408231000_-_database_federation_mit_postgresql_-_bernd_helmle.html","no_tag","","","","2014-09-16 11:59:41"
"C3TV - Private Cloud mit Open Source","http://media.ccc.de/browse/conferences/froscon/2014/froscon2014_-_1325_-_de_-_hs3_-_201408231745_-_private_cloud_mit_open_source_-_dr_lukas_pustina_-_daniel_schneller.html","no_tag","","","","2014-09-16 11:56:27"
"This is why you never end up hiring good developers – Quartz","http://qz.com/258066/this-is-why-you-dont-hire-good-developers/","no_tag","","","","2014-09-16 08:43:04"
"Escape the City: Londoner Berater vermitteln Konzernaussteigern Jobs - SPIEGEL ONLINE","http://www.spiegel.de/karriere/ausland/escape-the-city-londoner-berater-vermitteln-konzernaussteigern-jobs-a-990673.html","no_tag","","","","2014-09-12 21:52:24"
"From Code to the Monkeys: Continuous Delivery at Netflix","http://www.slideshare.net/diannemarsh/from-code-to-the-monkeys-continuous-delivery-at-netflix","no_tag","","","","2014-09-12 21:52:00"
"Devoxx 2013 - Dropbox","https://www.dropbox.com/sh/b5eobrkhyt0h1rs/Voc6QzgHAa/Devoxx%202013","no_tag","","","","2014-09-12 21:51:37"
"Why our startup has no bosses, no office, and a four-day work week - Quartz","http://qz.com/260846/why-our-startup-has-no-bosses-no-office-and-a-four-day-work-week/","no_tag","","","","2014-09-12 21:50:21"
"worst-day-fosdem-2014.pdf","http://thebuild.com/presentations/worst-day-fosdem-2014.pdf","no_tag","","","","2014-09-12 21:50:11"
"Introduction to Docker - YouTube","https://www.youtube.com/watch?v=Q5POuMHxW-0","no_tag","","","","2014-09-12 21:49:54"
"Advanced Groovy Tips and Tricks","http://www.infoq.com/presentations/groovy-tips?utm_content=buffer6191d&utm_source=buffer&utm_medium=twitter&utm_campaign=Buffer","no_tag","","","","2014-09-12 21:48:23"
"preferred content","http://git-annex.branchable.com/preferred_content/","no_tag","","","","2014-09-12 14:13:18"
"A Large Database Does Not Mean Large shared_buffers at Keith's Ramblings…","http://www.keithf4.com/a-large-database-does-not-mean-large-shared_buffers/","no_tag","","","","2014-09-12 11:34:32"
"EMV Explained in 2 Minutes - The Official Square Blog: Town Square","https://blog.squareup.com/townsquare/posts/emv-explained-in-2-minutes","no_tag","","","","2014-09-12 11:22:06"
"Parleys.com - Dive into Android - Part 1 by Chet Haase, Romain Guy","http://www.parleys.com/#st=5&id=2191&sl=38","Parleys","","","","2014-09-10 22:50:51"
"How to add search functionality to your Android application - matthias.jimdo.com","http://matthias.jimdo.com/2011/06/06/how-to-add-search-functionality-to-your-android-application/","android,search","","","","2014-09-10 22:50:13"
"triathlon-szene.de | Das Portal fuer Triathlon Training: Vom Volkstriathlon bis zum Ironman. - Die erste Langdistanz: Trainingseinheiten für Langstrecken-Neulinge","http://www.triathlon-szene.de/index.php?option=com_content&task=view&id=982&Itemid=104","no_tag","","","","2014-09-10 22:49:31"
"A Tour of Go","http://tour.golang.org","golang","","","","2014-09-08 09:17:56"
"visualfc/liteide · GitHub","https://github.com/visualfc/liteide","go,ide","","","","2014-09-08 08:16:42"
"NetBeans | Facebook","https://www.facebook.com/NetBeans","netbeans,facebook","","","","2014-09-01 10:19:18"
"Java Concurrency (&c): Cliff Click in ""A JVM Does What?""","http://jeremymanson.blogspot.com/2011/04/cliff-click-in-jvm-does-what.html","no_tag","","","","2014-08-22 13:43:02"
"Scripting the Vim editor, Part 2: User-defined functions","http://www.ibm.com/developerworks/linux/library/l-vim-script-2/index.html?ca=dgr-lnxw16VIMscriptP1&S_TACT=105AGX59&S_CMP=grlnxw16","no_tag","","","","2014-08-22 13:42:52"
"Groovy - Collections","http://groovy.codehaus.org/Collections","no_tag","","","","2014-08-22 13:39:34"
"GORM Tutorial","http://timsporcic.github.io/GORM-Recipes/#setup","no_tag","","","","2014-08-22 13:39:28"
"java - Spring MVC or Grails? - Stack Overflow","http://stackoverflow.com/questions/1189115/spring-mvc-or-grails","no_tag","","","","2014-08-22 13:39:10"
"What are your favorite Grails debugging tricks? - Stack Overflow","http://stackoverflow.com/questions/536601/what-are-your-favorite-grails-debugging-tricks","no_tag","","","","2014-08-22 13:38:58"
"Groovy - Annotations with Groovy","http://groovy.codehaus.org/Annotations+with+Groovy","no_tag","","","","2014-08-22 13:38:13"
"Things to remember: Groovy SQL to the rescue","http://blog.valotas.com/2009/10/groovy-sql-to-rescue.html","no_tag","","","","2014-08-22 13:38:03"
"A Pattern to Simplify Grails Controllers | Mr Paul Woods's Weblog","http://mrpaulwoods.wordpress.com/2011/01/23/a-pattern-to-simplify-grails-controllers/","no_tag","","","","2014-08-22 13:37:48"
"gpars (Groovy Parallel Systems) - Home","http://gpars.codehaus.org","no_tag","","","","2014-08-22 13:37:35"
"PDF.js viewer","http://www.itu.dk/~sestoft/papers/numericperformance.pdf","no_tag","","","","2014-08-22 13:37:28"
"java - When and how should I use a ThreadLocal variable? - Stack Overflow","http://stackoverflow.com/questions/817856/when-and-how-should-i-use-a-threadlocal-variable","no_tag","","","","2014-08-22 13:36:49"
"Android Best Practices: StrictMode - Tuts+ Code Tutorial","http://code.tutsplus.com/tutorials/android-sdk_strictmode--mobile-7581","no_tag","","","","2014-08-22 13:36:42"
"JVM performance optimization, Part 4: C4 garbage collection for low-latency Java applications | JavaWorld","http://www.javaworld.com/article/2078661/java-concurrency/jvm-performance-optimization--part-4--c4-garbage-collection-for-low-latency-java-ap.html","no_tag","","","","2014-08-22 13:36:30"
"The fork/join framework in Java 7 - The H Developer: News and Features","http://www.h-online.com/developer/features/The-fork-join-framework-in-Java-7-1762357.html","no_tag","","","","2014-08-22 13:36:18"
"BuckysRoom Videos and Tutorials - Free Educational Video Tutorials on Computer Programming, Adobe Software, Computer Science and More!","https://buckysroom.org/videos.php","no_tag","","","","2014-08-22 13:36:11"
